31,6,84154,7,10,5,11,3,1,1,0,0,38,31,1
48,3,265477,0,12,5,3,3,1,1,0,0,40,41,0
31,6,507875,1,5,5,12,3,1,1,0,0,43,41,0
53,3,88506,4,13,5,3,3,1,1,0,0,40,41,0
24,6,172987,4,13,5,14,3,1,1,0,0,50,41,0
49,6,94638,9,9,2,8,2,1,0,0,0,40,41,0
25,6,289980,9,9,4,10,4,1,1,0,0,35,41,0
57,7,337895,4,13,5,3,3,4,1,0,0,40,41,1
53,6,144361,9,9,5,12,3,1,1,0,0,38,41,0
44,6,128354,14,14,1,4,2,1,0,0,0,40,41,0
41,8,101603,12,11,5,5,3,1,1,0,0,40,41,0
29,6,271466,12,11,4,3,4,1,1,0,0,43,41,0
25,6,32275,7,10,5,4,0,2,0,0,0,40,41,0
18,6,226956,9,9,4,2,1,1,0,0,0,30,31,0
47,6,51835,2,15,5,3,0,1,0,0,1902,60,11,1
50,7,251585,4,13,1,4,4,1,1,0,0,55,41,1
47,2,109832,9,9,1,4,4,1,1,0,0,60,41,0
43,6,237993,7,10,5,14,3,1,1,0,0,40,41,1
46,6,216666,3,3,5,12,3,1,1,0,0,40,26,0
35,6,56352,12,11,5,2,3,1,1,0,0,40,1,0
41,6,147372,9,9,5,8,3,1,1,0,0,48,41,0
30,6,188146,9,9,5,12,3,1,1,5013,0,40,41,0
30,6,59496,4,13,5,11,3,1,1,2407,0,40,41,0
32,5,293936,6,4,3,13,4,1,1,0,0,40,31,0
48,6,149640,9,9,5,6,3,1,1,0,0,40,41,0
42,6,116632,8,16,5,3,3,1,1,0,0,45,41,1
29,6,105598,7,10,1,14,4,1,1,0,0,58,41,0
36,6,155537,9,9,5,5,3,1,1,0,0,40,41,0
28,6,183175,7,10,1,8,4,1,0,0,0,40,41,0
53,6,169846,9,9,5,8,0,1,0,0,0,40,41,1
49,2,191681,7,10,5,4,3,1,1,0,0,50,41,1
25,5,200681,7,10,4,13,1,1,1,0,0,40,41,0
19,6,101509,7,10,4,3,1,1,1,0,0,32,41,0
31,6,309974,4,13,2,11,1,4,0,0,0,40,41,0
29,3,162298,4,13,5,11,3,1,1,0,0,70,41,1
23,6,211678,7,10,4,12,4,1,1,0,0,40,41,0
79,6,124744,7,10,5,3,5,1,1,0,0,20,41,0
27,6,213921,9,9,4,2,1,1,1,0,0,40,26,0
40,6,32214,0,12,5,8,3,1,1,0,0,40,41,0
67,5,212759,10,6,5,13,3,1,1,0,0,2,41,0
18,6,309634,13,7,4,2,1,1,0,0,0,22,41,0
31,1,125927,6,4,5,9,3,1,1,0,0,40,41,0
18,6,446839,9,9,4,11,4,1,1,0,0,30,41,0
52,6,276515,4,13,5,2,3,1,1,0,0,40,21,0
46,6,51618,9,9,5,2,0,1,0,0,0,40,41,0
59,6,159937,9,9,5,11,3,1,1,0,0,48,41,0
44,6,343591,9,9,1,5,4,1,0,14344,0,40,41,1
53,6,346253,9,9,1,11,1,1,0,0,0,35,41,0
49,1,268234,9,9,5,1,3,1,1,0,0,40,41,1
33,6,202051,14,14,5,3,3,1,1,0,0,50,41,0
30,6,54334,1,5,4,11,4,1,1,0,0,40,41,0
43,7,410867,8,16,4,3,4,1,0,0,0,50,41,1
57,6,249977,12,11,5,3,3,1,1,0,0,40,41,0
37,6,286730,7,10,1,5,2,1,0,0,0,40,41,0
28,6,212563,7,10,1,12,2,4,0,0,0,25,41,0
30,6,117747,9,9,5,11,0,0,0,0,1573,35,31,0
34,1,226296,4,13,5,1,3,1,1,0,0,40,41,1
29,1,115585,7,10,4,10,4,1,1,0,0,50,41,0
48,3,191277,8,16,5,3,3,1,1,0,1902,60,41,1
37,6,202683,7,10,5,11,3,1,1,0,0,48,41,1
48,6,171095,0,12,1,4,2,1,0,0,0,40,30,0
32,7,249409,9,9,4,2,1,4,1,0,0,40,41,0
76,6,124191,14,14,5,4,3,1,1,0,0,40,41,1
44,6,198282,4,13,5,4,3,1,1,15024,0,60,41,1
47,3,149116,14,14,4,3,4,1,0,0,0,50,41,0
20,6,188300,7,10,4,14,1,1,0,0,0,40,41,0
29,6,103432,9,9,4,5,4,1,1,0,0,40,41,0
32,2,317660,9,9,5,5,3,1,1,7688,0,40,41,1
17,5,304873,10,6,4,13,1,1,0,34095,0,32,41,0
30,6,194901,13,7,4,10,1,1,1,0,0,40,41,0
31,1,189265,9,9,4,8,4,1,0,0,0,40,41,0
42,6,124692,9,9,5,10,3,1,1,0,0,40,41,0
24,6,432376,4,13,4,11,5,1,1,0,0,40,41,0
38,6,65324,2,15,5,3,3,1,1,0,0,40,41,1
56,3,335605,9,9,5,2,3,1,1,0,1887,50,14,1
28,6,377869,7,10,5,11,0,1,0,4064,0,25,41,0
36,6,102864,9,9,4,12,1,1,0,0,0,40,41,0
53,6,95647,1,5,5,10,3,1,1,0,0,50,41,0
56,2,303090,7,10,5,11,3,1,1,0,0,50,41,0
49,1,197371,12,11,5,5,3,4,1,0,0,40,41,1
55,6,247552,7,10,5,11,3,1,1,0,0,56,41,0
22,6,102632,9,9,4,5,4,1,1,0,0,41,41,0
21,6,199915,7,10,4,2,1,1,0,0,0,40,41,0
40,6,118853,4,13,5,4,3,1,1,0,0,60,41,0
30,6,77143,4,13,4,4,1,4,1,0,0,40,6,0
29,8,267989,4,13,5,3,3,1,1,0,0,50,41,1
19,6,301606,7,10,4,2,1,4,1,0,0,35,41,0
47,6,287828,4,13,5,4,0,1,0,0,0,40,41,1
20,6,111697,7,10,4,8,1,1,0,0,1719,28,41,0
31,6,114937,0,12,5,8,3,1,1,0,0,40,41,1
35,5,129305,9,9,5,13,3,1,1,0,0,40,41,0
39,6,365739,7,10,1,5,4,1,1,0,0,40,41,0
28,6,69621,0,12,4,11,4,1,0,0,0,60,41,0
24,6,43323,9,9,4,2,4,1,0,0,1762,40,41,0
38,3,120985,9,9,5,5,3,1,1,4386,0,35,41,0
37,6,254202,4,13,5,11,3,1,1,0,0,50,41,0
46,6,146195,0,12,1,14,4,4,0,0,0,36,41,0
38,7,125933,14,14,5,3,3,1,1,0,0,40,34,1
43,3,56920,9,9,5,5,3,1,1,0,0,60,41,0
27,6,163127,12,11,5,8,0,1,0,0,0,35,41,0
20,6,34310,7,10,4,11,1,1,1,0,0,20,41,0
49,6,81973,7,10,5,5,3,0,1,0,0,40,41,1
61,2,66614,9,9,5,5,3,1,1,0,0,40,41,0
27,6,232782,7,10,4,11,1,1,0,0,0,40,41,0
19,6,316868,7,10,4,2,1,1,1,0,0,30,26,0
45,6,196584,12,11,4,3,4,1,0,0,1564,40,41,1
70,6,105376,7,10,4,14,5,1,1,0,0,40,41,0
31,6,185814,9,9,4,6,2,4,0,0,0,30,41,0
22,6,175374,7,10,5,2,3,1,1,0,0,24,41,0
36,6,108293,9,9,0,2,2,1,0,0,0,24,41,0
64,6,181232,13,7,5,5,3,1,1,0,2179,40,41,0
43,5,174662,7,10,1,13,4,1,0,0,0,40,41,0
47,1,186009,7,10,1,8,2,1,0,0,0,38,26,0
34,6,198183,9,9,4,8,4,1,0,0,0,40,41,0
33,6,163003,4,13,4,4,5,0,0,0,0,40,3,0
21,6,296158,9,9,4,5,1,1,1,0,0,35,41,0
52,5,252903,9,9,1,13,4,1,1,0,0,45,41,1
48,6,187715,9,9,5,5,3,1,1,0,0,46,41,0
23,6,214542,4,13,4,10,4,1,1,0,0,40,41,0
71,3,494223,7,10,2,11,2,4,1,0,1816,2,41,0
29,6,191535,9,9,1,5,4,1,1,0,0,60,41,0
42,6,228456,4,13,2,2,5,4,1,0,0,50,41,0
68,5,38317,5,2,1,13,4,1,0,0,0,20,41,0
25,6,252752,9,9,4,2,2,1,0,0,0,40,41,0
44,2,78374,14,14,1,4,2,0,0,0,0,40,41,0
28,6,88419,9,9,4,4,4,0,0,0,0,40,30,0
45,3,201080,14,14,5,11,3,1,1,0,0,40,41,1
36,6,207157,7,10,1,2,2,1,0,0,0,40,26,0
39,7,235485,0,12,4,4,4,1,1,0,0,42,41,0
46,8,102628,14,14,0,1,2,1,1,0,0,40,41,0
18,6,25828,13,7,4,10,1,1,1,0,0,16,41,0
66,1,54826,12,11,0,3,4,1,0,0,0,20,41,0
27,6,124953,9,9,4,2,4,1,1,0,1980,40,41,0
28,8,175325,9,9,5,1,3,1,1,0,0,40,41,0
51,6,96062,7,10,5,11,3,1,1,0,1977,40,41,1
27,6,428030,4,13,4,5,4,1,1,0,0,50,41,0
28,8,149624,4,13,5,3,3,1,1,0,0,40,41,1
27,6,253814,9,9,3,11,2,1,0,0,0,25,41,0
21,6,312956,9,9,4,5,1,4,1,0,0,40,41,0
34,6,483777,9,9,4,10,4,4,1,0,0,40,41,0
18,6,183930,9,9,4,2,1,1,1,0,0,12,41,0
33,6,37274,4,13,5,3,3,1,1,0,0,65,41,0
44,1,181344,7,10,5,4,3,4,1,0,0,38,41,1
43,6,114580,7,10,1,8,4,1,0,0,0,40,41,0
30,6,633742,7,10,4,5,4,4,1,0,0,45,41,0
40,6,286370,6,4,5,12,3,1,1,0,0,40,26,1
37,7,29054,7,10,5,8,3,1,1,0,0,42,41,1
34,6,304030,9,9,5,8,3,4,1,0,0,40,41,0
41,3,143129,4,13,1,4,4,1,0,0,0,40,41,0
53,5,135105,4,13,1,13,4,1,0,0,0,50,41,0
31,6,99928,14,14,5,3,0,1,0,0,0,50,41,0
58,8,109567,8,16,5,3,3,1,1,0,0,1,41,1
38,6,155222,7,10,1,12,4,4,0,0,0,28,41,0
24,6,159567,7,10,5,12,3,1,1,0,0,40,41,0
41,1,523910,4,13,5,5,3,4,1,0,0,40,41,0
47,6,120939,7,10,5,14,3,1,1,0,0,45,41,0
41,7,130760,4,13,5,14,3,1,1,0,0,24,41,0
23,6,197387,3,3,5,6,5,1,1,0,0,40,26,0
36,6,99374,7,10,1,5,4,1,1,0,0,40,41,0
40,7,56795,14,14,4,4,4,1,0,14084,0,55,41,1
35,6,138992,14,14,5,3,5,1,1,7298,0,40,41,1
24,3,32921,9,9,4,11,4,1,1,0,0,40,41,0
26,6,397317,14,14,4,3,4,1,0,0,1876,40,41,0
19,5,170653,9,9,4,13,1,1,1,0,0,40,4,0
51,6,259323,4,13,5,4,3,1,1,0,0,50,41,1
42,1,254817,7,10,4,3,4,1,0,0,1340,40,41,0
37,8,48211,9,9,1,8,2,1,0,0,0,35,41,0
18,6,140164,13,7,4,11,1,1,0,0,0,40,41,0
36,6,128757,4,13,5,2,3,4,1,7298,0,36,41,1
35,6,36270,9,9,1,5,4,1,1,0,0,60,41,0
58,2,210563,9,9,5,11,0,1,0,15024,0,35,41,1
17,6,65368,13,7,4,11,1,1,0,0,0,12,41,0
44,1,160943,9,9,5,6,3,4,1,0,0,40,41,0
37,6,208358,9,9,5,5,3,1,1,0,0,40,41,1
35,6,153790,7,10,4,11,4,3,0,0,0,40,41,0
60,6,85815,9,9,5,5,3,0,1,0,0,40,41,0
54,2,125417,6,4,5,12,3,1,1,0,0,40,41,1
37,6,635913,4,13,4,4,4,4,1,0,0,60,41,1
50,6,313321,0,12,1,11,4,1,0,0,0,40,41,0
38,6,182609,4,13,5,11,3,1,1,0,0,50,19,0
45,6,109434,4,13,5,3,3,1,1,0,0,55,41,0
25,6,255004,10,6,4,5,4,1,1,0,0,40,41,0
31,6,197860,7,10,5,10,3,1,1,0,0,40,41,0
64,5,187656,5,2,1,13,4,1,1,0,0,40,41,0
90,6,51744,9,9,4,2,4,4,1,0,2206,40,41,0
54,6,176681,9,9,5,8,3,4,1,0,0,20,41,0
53,1,140359,15,1,4,12,4,1,0,0,0,35,41,0
18,6,243313,9,9,4,11,1,1,0,0,0,40,41,0
60,5,24215,10,6,1,13,4,3,0,0,0,10,41,0
66,3,167687,9,9,5,9,3,1,1,1409,0,50,41,0
75,6,314209,12,11,0,8,4,1,0,0,0,20,36,0
65,6,176796,9,9,1,8,4,1,0,0,0,40,41,0
35,6,538583,13,7,2,6,4,4,1,3674,0,40,41,0
41,6,130408,9,9,1,11,2,4,0,0,0,38,41,0
25,6,159732,7,10,4,8,4,1,1,0,0,42,41,0
33,6,110978,7,10,1,5,5,2,0,0,0,40,41,0
28,6,76714,2,15,4,3,4,1,1,0,0,55,41,1
59,8,268700,9,9,5,2,3,1,1,0,0,40,41,0
40,8,170525,7,10,4,8,4,1,0,0,0,38,41,0
41,6,180138,4,13,5,4,3,1,1,0,0,50,34,1
38,1,115076,14,14,5,4,3,1,1,0,0,70,41,1
23,6,115458,9,9,4,6,1,1,1,0,0,40,41,0
40,6,347890,4,13,5,3,3,1,1,0,0,40,41,1
41,3,196001,9,9,5,2,0,1,0,0,0,20,41,0
24,8,273905,0,12,5,1,3,1,1,0,0,50,41,0
20,5,119156,7,10,4,13,1,1,1,0,0,20,41,0
38,6,179488,7,10,1,5,4,1,1,0,1741,40,41,0
56,6,203580,9,9,5,8,3,1,1,0,0,35,31,0
58,6,236596,9,9,5,8,3,1,1,0,0,45,41,1
32,6,183916,9,9,4,2,4,1,0,0,0,34,41,0
40,6,207578,0,12,5,14,3,1,1,0,1977,60,41,1
45,6,153141,9,9,5,8,3,1,1,0,0,40,31,0
41,6,112763,2,15,5,3,0,1,0,0,0,40,41,1
42,6,390781,4,13,5,8,0,4,0,0,0,40,41,0
59,1,171328,10,6,0,2,2,4,0,0,0,30,41,0
19,1,27382,7,10,4,8,1,1,1,0,0,40,41,0
58,6,259014,7,10,4,6,4,1,1,0,0,20,41,0
42,3,303044,9,9,5,9,3,0,1,0,0,40,18,1
20,6,117789,9,9,4,2,1,1,0,0,0,40,41,0
32,6,172579,9,9,2,2,4,1,0,0,0,30,41,0
45,6,187666,12,11,0,4,4,1,0,0,0,45,41,0
50,6,204518,6,4,1,5,4,1,1,0,0,40,41,0
36,6,150042,4,13,1,3,1,1,0,0,0,40,41,0
45,6,98092,9,9,5,11,3,1,1,0,0,60,41,0
17,6,245918,13,7,4,2,1,1,1,0,0,12,41,0
59,6,146013,7,10,5,11,3,1,1,4064,0,40,41,0
26,6,378322,13,7,5,5,3,1,1,0,0,40,41,0
37,2,257295,7,10,5,4,3,0,1,0,0,75,0,1
19,5,218956,7,10,4,13,1,1,1,0,0,24,14,0
64,6,21174,9,9,5,4,3,1,1,0,0,40,41,1
33,6,185480,4,13,4,3,4,1,0,0,0,45,41,0
33,6,222205,9,9,5,5,0,1,0,0,0,40,41,1
61,6,69867,9,9,5,4,3,1,1,0,0,40,41,1
17,6,191260,1,5,4,2,1,1,1,1055,0,24,41,0
50,3,30653,14,14,5,9,3,1,1,2407,0,98,41,0
27,1,209109,14,14,4,3,1,1,1,0,0,35,41,0
30,6,70377,9,9,1,3,1,1,0,0,0,40,41,0
43,6,477983,9,9,5,10,3,4,1,0,0,40,41,0
44,6,170924,7,10,5,5,3,1,1,7298,0,40,41,1
35,6,190174,7,10,4,4,4,1,0,0,0,40,41,0
25,6,193787,7,10,4,14,1,1,0,0,0,40,41,0
24,6,279472,7,10,5,12,0,1,0,7298,0,48,41,1
22,6,34918,4,13,4,3,4,1,0,0,0,15,6,0
42,1,97688,7,10,5,5,3,1,1,5178,0,40,41,1
34,6,175413,0,12,1,11,2,4,0,0,0,45,41,0
60,6,173960,4,13,1,3,4,1,0,0,0,42,41,0
21,6,205759,9,9,4,10,1,1,1,0,0,40,41,0
57,7,425161,14,14,5,11,3,1,1,15024,0,40,41,1
41,6,220531,2,15,5,3,3,1,1,0,0,60,41,1
50,6,176609,7,10,1,2,4,1,1,0,0,45,41,0
25,6,371987,4,13,4,4,4,1,0,0,0,40,41,0
50,6,193884,6,4,5,5,3,1,1,0,0,40,2,0
36,6,200352,4,13,5,3,3,1,1,0,0,45,41,0
31,6,127595,9,9,1,3,4,1,0,0,0,40,41,0
29,1,220419,4,13,4,1,4,1,1,0,0,56,41,0
21,6,231931,7,10,4,11,1,1,1,0,0,45,41,0
27,6,248402,4,13,4,14,2,4,0,0,0,40,41,0
65,6,111095,9,9,5,6,3,1,1,0,0,16,41,0
37,2,57424,4,13,1,11,4,1,0,0,0,60,41,0
39,5,157443,14,14,5,13,0,0,0,3464,0,40,31,0
24,6,278130,9,9,4,5,1,1,1,0,0,40,41,0
38,6,169469,9,9,1,11,4,1,1,0,0,80,41,0
48,6,146268,4,13,5,8,3,1,1,7688,0,40,41,1
21,6,153718,7,10,4,2,4,0,0,0,0,25,41,0
31,6,217460,9,9,5,6,3,1,1,0,0,45,41,1
55,6,238638,9,9,5,11,3,1,1,4386,0,40,41,1
24,6,303296,7,10,5,8,0,0,0,0,0,40,12,0
43,6,173321,9,9,1,8,4,1,0,0,0,40,41,0
26,6,193945,0,12,4,14,4,1,1,0,0,45,41,0
46,6,83082,0,12,4,3,4,1,0,0,0,33,41,0
35,6,193815,0,12,5,8,3,1,1,0,0,40,41,1
41,2,34987,7,10,5,9,3,1,1,0,0,54,41,1
26,6,59306,4,13,4,11,4,1,1,0,0,40,41,0
34,6,142897,14,14,5,4,3,0,1,7298,0,35,25,1
19,5,860348,7,10,4,13,1,4,0,0,0,25,41,0
36,3,205607,4,13,1,3,4,4,0,0,0,40,41,1
22,6,199698,7,10,4,11,1,1,1,0,0,15,41,0
24,6,191954,7,10,4,12,4,1,1,0,0,40,41,0
77,3,138714,7,10,5,11,3,1,1,0,0,40,41,0
22,6,399087,3,3,5,12,5,1,0,0,0,40,26,0
29,6,423158,7,10,4,14,4,1,0,0,0,40,41,0
62,6,159841,9,9,0,2,4,1,0,0,0,24,41,0
39,3,174308,9,9,5,4,3,1,1,0,0,40,41,0
43,6,50356,7,10,5,5,3,1,1,0,1485,50,41,0
35,6,186110,9,9,1,6,4,1,1,0,0,45,41,0
29,6,200381,13,7,4,4,4,1,0,0,0,40,41,0
76,3,174309,14,14,5,5,3,1,1,0,0,10,41,0
63,3,78383,9,9,5,9,3,1,1,0,0,45,41,0
23,5,211601,12,11,4,13,1,4,0,0,0,15,41,0
43,6,187728,7,10,5,3,0,1,0,0,1887,50,41,1
58,3,321171,9,9,5,10,3,1,1,0,0,40,41,0
66,6,127921,9,9,4,6,4,1,1,2050,0,55,41,0
41,6,206565,7,10,4,5,4,4,1,0,0,45,41,0
26,6,224563,4,13,4,8,4,1,1,0,0,40,41,0
47,6,178686,12,11,4,2,4,1,1,0,0,40,41,0
55,1,98545,10,6,5,8,3,1,1,0,0,40,41,0
53,6,242606,9,9,5,6,3,1,1,0,0,40,41,0
17,6,270942,3,3,4,2,5,1,1,0,0,48,26,0
30,6,94235,9,9,4,5,5,1,1,0,0,40,41,0
49,6,71195,14,14,4,3,4,1,1,0,0,60,41,0
19,6,104112,9,9,4,11,2,4,1,0,0,30,15,0
45,6,261192,9,9,5,2,3,4,1,0,0,40,41,0
26,6,94936,0,12,4,11,4,1,1,0,0,40,41,0
38,6,296478,12,11,5,5,3,1,1,7298,0,40,41,1
36,8,119272,9,9,5,1,3,1,1,7298,0,40,41,1
33,6,85043,9,9,4,9,4,1,1,0,0,20,41,0
22,8,293364,7,10,4,1,1,4,0,0,0,40,41,0
43,3,241895,4,13,4,11,4,1,1,0,0,42,41,0
67,5,36135,13,7,5,13,3,1,1,0,0,8,41,0
30,5,151989,12,11,1,13,2,1,0,0,0,40,41,0
56,6,101128,0,12,3,2,4,1,1,0,0,25,34,0
31,6,156464,4,13,4,3,1,1,1,0,0,25,41,0
33,6,117963,4,13,5,4,3,1,1,0,0,40,41,1
26,6,192262,9,9,5,2,3,1,1,0,0,40,41,0
33,6,111363,4,13,5,4,3,1,1,0,0,40,41,1
46,1,329752,13,7,5,6,3,1,1,0,0,30,41,0
59,5,372020,4,13,5,13,3,1,1,0,0,40,41,1
38,7,95432,9,9,5,8,3,1,1,0,0,40,41,1
65,6,161400,13,7,0,2,2,2,1,0,0,40,41,0
40,6,96129,12,11,5,14,3,1,1,0,0,40,41,1
42,6,111949,9,9,5,8,0,1,0,0,0,35,41,0
26,3,117125,1,5,5,5,3,1,1,0,0,40,9,0
36,6,348022,10,6,5,2,0,1,0,0,0,24,41,0
62,6,270092,14,14,5,3,3,1,1,0,0,40,41,1
43,6,180609,4,13,5,6,3,1,1,0,0,45,41,0
43,6,174575,4,13,1,4,4,1,1,0,1564,45,41,1
22,6,410439,9,9,3,11,4,1,1,0,0,55,41,0
28,6,92262,9,9,5,5,3,1,1,0,0,40,41,0
56,3,183081,7,10,5,11,3,1,1,0,0,45,41,0
22,6,362589,0,12,4,11,4,1,0,0,0,15,41,0
57,6,212448,4,13,1,4,4,1,0,0,0,45,41,1
39,6,481060,9,9,1,11,2,1,0,0,0,40,41,0
26,7,185885,7,10,4,8,2,1,0,0,0,15,41,0
17,6,89821,13,7,4,2,1,1,1,0,0,10,41,0
40,8,184018,12,11,5,12,3,1,1,0,0,38,41,1
45,6,256649,9,9,5,12,3,4,1,0,0,40,41,0
44,6,160323,9,9,4,5,4,4,1,0,0,40,41,0
20,1,350845,7,10,4,8,1,1,0,0,0,10,41,0
33,6,267404,9,9,5,5,0,1,0,0,0,40,41,0
23,6,35633,7,10,4,11,4,1,1,0,0,40,41,0
46,3,80914,14,14,1,4,4,1,1,0,0,30,41,0
38,6,172927,9,9,5,11,3,1,1,0,0,50,41,0
54,6,174319,9,9,1,6,4,1,1,0,0,40,41,0
46,6,214955,3,3,1,5,4,1,0,0,2339,45,41,0
25,6,344991,7,10,5,5,3,1,1,0,0,40,41,0
46,6,108699,7,10,1,11,4,1,0,0,0,40,41,0
36,1,117312,7,10,5,6,0,1,0,0,0,40,41,0
23,6,396099,9,9,4,2,4,1,0,0,0,25,41,0
29,6,134152,9,9,2,12,4,1,1,0,0,40,41,0
44,6,162028,7,10,5,8,0,1,0,0,2415,6,41,1
19,6,25429,7,10,4,8,1,1,0,0,0,16,41,0
19,6,232392,9,9,4,2,5,1,0,0,0,40,41,0
35,6,220098,9,9,5,2,0,1,0,0,0,40,41,1
27,6,301302,4,13,4,5,4,1,1,0,0,50,41,0
46,3,277946,0,12,2,5,4,1,1,0,0,40,41,0
34,8,98101,4,13,5,4,3,1,1,7688,0,45,31,1
34,6,196164,9,9,4,2,4,1,0,0,0,35,41,0
44,6,115562,7,10,5,14,3,1,1,0,0,40,41,0
45,6,96975,7,10,1,10,2,1,0,0,0,40,41,0
20,5,137300,9,9,4,13,5,1,0,0,0,35,41,0
25,6,86872,4,13,5,4,3,1,1,0,0,55,41,1
52,2,132178,4,13,5,4,3,1,1,0,0,50,41,1
20,6,416103,7,10,4,10,1,1,1,0,0,40,41,0
28,6,108574,7,10,4,2,4,1,0,0,0,40,41,0
50,8,288353,4,13,5,1,3,1,1,0,0,40,41,1
34,6,227689,12,11,1,14,4,1,0,0,0,64,41,0
28,6,166481,6,4,5,10,3,2,1,0,2179,40,1,0
41,6,445382,14,14,5,4,3,1,1,0,1977,65,41,1
28,6,110145,9,9,5,8,3,1,1,0,0,40,41,0
46,3,317253,9,9,5,5,3,1,1,0,0,25,41,0
28,5,123147,7,10,5,13,0,1,0,0,1887,40,41,1
32,6,364657,7,10,5,4,3,1,1,0,0,50,41,0
41,1,42346,7,10,1,2,4,4,0,0,0,24,41,0
24,6,241951,9,9,4,10,2,4,0,0,0,40,41,0
33,6,118500,7,10,1,4,2,1,0,0,0,40,41,0
46,6,188386,8,16,5,4,3,1,1,15024,0,60,41,1
31,8,1033222,7,10,5,12,3,1,1,0,0,40,41,0
35,6,92440,11,8,1,5,4,1,1,0,0,50,41,1
52,6,190762,5,2,5,12,3,1,1,0,0,40,26,0
30,6,426017,13,7,4,2,1,1,0,0,0,19,41,0
34,1,243867,13,7,2,12,4,4,1,0,0,40,41,0
34,8,240283,9,9,1,6,2,1,0,0,0,40,41,0
20,6,61777,7,10,5,11,3,1,1,0,0,30,41,0
17,6,175024,13,7,4,10,1,1,1,2176,0,18,41,0
32,8,92003,4,13,5,4,0,1,0,0,0,40,41,1
29,6,188401,9,9,1,9,4,1,1,0,0,40,41,0
33,6,228528,10,6,4,5,2,1,0,0,0,35,41,0
25,6,133373,9,9,5,6,3,1,1,0,0,60,41,0
36,7,255191,14,14,4,3,4,1,1,0,1408,40,41,0
23,6,204653,9,9,4,10,4,1,1,0,0,72,32,0
63,2,222289,9,9,5,4,3,1,1,0,0,40,41,1
47,1,287480,14,14,5,3,3,1,1,0,0,40,41,0
80,5,107762,9,9,0,13,4,1,1,0,0,24,41,0
17,5,202521,13,7,4,13,1,1,1,0,0,40,41,0
40,3,204116,4,13,3,3,4,1,0,2174,0,40,41,0
30,6,29662,0,12,5,2,0,1,0,0,0,25,41,1
27,6,116358,7,10,4,5,1,0,1,0,1980,40,3,0
33,6,208405,14,14,5,3,3,1,1,0,0,50,41,1
34,1,284843,9,9,4,9,4,4,1,594,0,60,41,0
34,1,117018,7,10,4,1,4,1,0,0,0,40,41,0
23,6,81281,7,10,5,8,3,1,1,0,0,40,41,0
42,1,340148,7,10,5,8,0,1,0,0,0,40,41,0
29,6,363425,4,13,4,3,4,1,1,0,0,40,41,0
45,6,45857,9,9,1,8,4,1,0,0,0,28,41,0
24,7,191073,9,9,4,7,1,1,1,0,0,40,41,0
44,6,116632,7,10,5,3,3,1,1,0,0,40,41,1
27,6,405855,1,5,4,5,5,1,1,0,0,40,26,0
20,6,298227,7,10,4,11,4,1,1,0,0,35,41,0
44,6,290521,9,9,0,4,2,4,0,0,0,40,41,0
51,6,56915,9,9,5,5,3,3,1,0,0,40,41,0
20,6,146538,9,9,5,12,3,1,1,0,0,40,41,0
